t=2025-10-19T08:38:33-0700 lvl=info msg="no configuration paths supplied"
t=2025-10-19T08:38:33-0700 lvl=info msg="using configuration at default config path" path="/Users/evangelineng/Library/Application Support/ngrok/ngrok.yml"
t=2025-10-19T08:38:33-0700 lvl=info msg="open config file" path="/Users/evangelineng/Library/Application Support/ngrok/ngrok.yml" err=nil
t=2025-10-19T08:54:19-0700 lvl=info msg="join connections" obj=join id=c426d0b1d807 l=127.0.0.1:3000 r=136.24.37.74:54679
t=2025-10-19T08:54:25-0700 lvl=info msg="join connections" obj=join id=11c2df5cf948 l=127.0.0.1:3000 r=136.24.37.74:54723
t=2025-10-19T08:57:29-0700 lvl=info msg="join connections" obj=join id=3e79a086b42a l=127.0.0.1:3000 r=136.24.37.74:57962
t=2025-10-19T08:57:29-0700 lvl=info msg="join connections" obj=join id=4853c6d4e1fd l=127.0.0.1:3000 r=136.24.37.74:57962
t=2025-10-19T08:57:29-0700 lvl=info msg="join connections" obj=join id=1eabf9b87ba9 l=127.0.0.1:3000 r=136.24.37.74:57962
t=2025-10-19T08:57:29-0700 lvl=info msg="join connections" obj=join id=5e93a0dcb525 l=127.0.0.1:3000 r=136.24.37.74:57962
t=2025-10-19T08:57:29-0700 lvl=info msg="join connections" obj=join id=eb1fe40f265c l=127.0.0.1:3000 r=136.24.37.74:58024
t=2025-10-19T08:57:29-0700 lvl=info msg="join connections" obj=join id=f50c617cea2d l=127.0.0.1:3000 r=136.24.37.74:58025
t=2025-10-19T08:57:29-0700 lvl=info msg="join connections" obj=join id=a4bdf003ef42 l=127.0.0.1:3000 r=136.24.37.74:58026
t=2025-10-19T08:58:04-0700 lvl=info msg="join connections" obj=join id=77d829abd09d l=127.0.0.1:3000 r=136.24.37.74:55742
t=2025-10-19T08:58:04-0700 lvl=info msg="join connections" obj=join id=21b9b9266b77 l=127.0.0.1:3000 r=136.24.37.74:55742
t=2025-10-19T08:58:04-0700 lvl=info msg="join connections" obj=join id=cdbe4d27d73e l=127.0.0.1:3000 r=136.24.37.74:55742
t=2025-10-19T08:58:04-0700 lvl=info msg="join connections" obj=join id=dd0e58d44b4e l=127.0.0.1:3000 r=136.24.37.74:55742
t=2025-10-19T08:58:04-0700 lvl=info msg="join connections" obj=join id=51280ed41433 l=127.0.0.1:3000 r=136.24.37.74:55742
t=2025-10-19T08:58:05-0700 lvl=info msg="join connections" obj=join id=1b8180f2c7e4 l=127.0.0.1:3000 r=136.24.37.74:55755
t=2025-10-19T08:58:05-0700 lvl=info msg="join connections" obj=join id=e8ea02aa5cb1 l=127.0.0.1:3000 r=136.24.37.74:55758
t=2025-10-19T08:58:05-0700 lvl=info msg="join connections" obj=join id=7f929cad46db l=127.0.0.1:3000 r=136.24.37.74:55762
t=2025-10-19T08:58:08-0700 lvl=info msg="join connections" obj=join id=00a278353031 l=127.0.0.1:3000 r=136.24.37.74:55780
t=2025-10-19T08:58:08-0700 lvl=info msg="join connections" obj=join id=c962a85958ab l=127.0.0.1:3000 r=136.24.37.74:55780
t=2025-10-19T08:58:08-0700 lvl=info msg="join connections" obj=join id=a3b0c2758c99 l=127.0.0.1:3000 r=136.24.37.74:55780
t=2025-10-19T08:58:08-0700 lvl=info msg="join connections" obj=join id=27e43d8077ea l=127.0.0.1:3000 r=136.24.37.74:55780
t=2025-10-19T08:58:08-0700 lvl=info msg="join connections" obj=join id=99c71aa1d64e l=127.0.0.1:3000 r=136.24.37.74:55780
t=2025-10-19T08:58:08-0700 lvl=info msg="join connections" obj=join id=83a3116fc1ab l=127.0.0.1:3000 r=136.24.37.74:55791
t=2025-10-19T08:58:08-0700 lvl=info msg="join connections" obj=join id=4b5897741976 l=127.0.0.1:3000 r=136.24.37.74:55800
t=2025-10-19T08:58:08-0700 lvl=info msg="join connections" obj=join id=5c4b65849eb0 l=127.0.0.1:3000 r=136.24.37.74:55804
t=2025-10-19T08:58:21-0700 lvl=info msg="join connections" obj=join id=4cd3205ab30f l=127.0.0.1:3000 r=136.24.37.74:55867
t=2025-10-19T08:58:22-0700 lvl=info msg="join connections" obj=join id=3d206963f3ef l=127.0.0.1:3000 r=136.24.37.74:55867
t=2025-10-19T08:58:33-0700 lvl=info msg="join connections" obj=join id=bab08ca1842f l=127.0.0.1:3000 r=136.24.37.74:55923
t=2025-10-19T08:58:33-0700 lvl=info msg="join connections" obj=join id=a470c4c41d78 l=127.0.0.1:3000 r=136.24.37.74:55923
t=2025-10-19T08:58:33-0700 lvl=info msg="join connections" obj=join id=7c174b66d9b1 l=127.0.0.1:3000 r=136.24.37.74:55923
t=2025-10-19T08:58:34-0700 lvl=info msg="join connections" obj=join id=167d3ac8a239 l=127.0.0.1:3000 r=136.24.37.74:55923
t=2025-10-19T08:58:34-0700 lvl=info msg="join connections" obj=join id=2890c94a1a51 l=127.0.0.1:3000 r=136.24.37.74:55930
t=2025-10-19T08:58:34-0700 lvl=info msg="join connections" obj=join id=8ecc9ed88335 l=127.0.0.1:3000 r=136.24.37.74:55935
t=2025-10-19T08:58:34-0700 lvl=info msg="join connections" obj=join id=415c6cb77cd0 l=127.0.0.1:3000 r=136.24.37.74:55943
t=2025-10-19T08:58:40-0700 lvl=info msg="join connections" obj=join id=e05ea90c4a34 l=127.0.0.1:3000 r=136.24.37.74:55974
t=2025-10-19T08:58:40-0700 lvl=info msg="join connections" obj=join id=c169beb261a4 l=127.0.0.1:3000 r=136.24.37.74:55978
t=2025-10-19T08:58:40-0700 lvl=info msg="join connections" obj=join id=4f8b3f448f03 l=127.0.0.1:3000 r=136.24.37.74:55978
t=2025-10-19T08:58:40-0700 lvl=info msg="join connections" obj=join id=5415aed3d527 l=127.0.0.1:3000 r=136.24.37.74:55978
t=2025-10-19T08:58:40-0700 lvl=info msg="join connections" obj=join id=417422c3bf3e l=127.0.0.1:3000 r=136.24.37.74:55978
t=2025-10-19T08:58:41-0700 lvl=info msg="join connections" obj=join id=1f5b15483acc l=127.0.0.1:3000 r=136.24.37.74:55978
t=2025-10-19T08:58:41-0700 lvl=info msg="join connections" obj=join id=ff8c164f42ed l=127.0.0.1:3000 r=136.24.37.74:55987
t=2025-10-19T09:01:12-0700 lvl=info msg="join connections" obj=join id=aec199762659 l=127.0.0.1:3000 r=136.24.37.74:56669
t=2025-10-19T09:01:12-0700 lvl=info msg="join connections" obj=join id=1026bf35dad6 l=127.0.0.1:3000 r=136.24.37.74:56669
t=2025-10-19T09:01:12-0700 lvl=info msg="join connections" obj=join id=95a55eb313e8 l=127.0.0.1:3000 r=136.24.37.74:56669
t=2025-10-19T09:01:12-0700 lvl=info msg="join connections" obj=join id=d4f18429397f l=127.0.0.1:3000 r=136.24.37.74:56669
t=2025-10-19T09:01:12-0700 lvl=info msg="join connections" obj=join id=0a9fce02ba60 l=127.0.0.1:3000 r=136.24.37.74:56669
t=2025-10-19T09:01:12-0700 lvl=info msg="join connections" obj=join id=70a33998d6a9 l=127.0.0.1:3000 r=136.24.37.74:56682
t=2025-10-19T09:01:12-0700 lvl=info msg="join connections" obj=join id=6aa3486da838 l=127.0.0.1:3000 r=136.24.37.74:56687
t=2025-10-19T09:01:12-0700 lvl=info msg="join connections" obj=join id=9ba7ea98f0c4 l=127.0.0.1:3000 r=136.24.37.74:56691
t=2025-10-19T09:01:16-0700 lvl=info msg="join connections" obj=join id=000e8d945e99 l=127.0.0.1:3000 r=136.24.37.74:56717
t=2025-10-19T09:01:17-0700 lvl=info msg="join connections" obj=join id=d41d96f6f978 l=127.0.0.1:3000 r=136.24.37.74:56717
t=2025-10-19T09:01:17-0700 lvl=info msg="join connections" obj=join id=6f8eb3a0e472 l=127.0.0.1:3000 r=136.24.37.74:56717
t=2025-10-19T09:01:17-0700 lvl=info msg="join connections" obj=join id=1b61d6271edf l=127.0.0.1:3000 r=136.24.37.74:56717
t=2025-10-19T09:01:17-0700 lvl=info msg="join connections" obj=join id=7218b119c1f7 l=127.0.0.1:3000 r=136.24.37.74:56717
t=2025-10-19T09:01:17-0700 lvl=info msg="join connections" obj=join id=eac98aefea96 l=127.0.0.1:3000 r=136.24.37.74:56726
t=2025-10-19T09:01:17-0700 lvl=info msg="join connections" obj=join id=e255817a47b9 l=127.0.0.1:3000 r=136.24.37.74:56731
t=2025-10-19T09:01:17-0700 lvl=info msg="join connections" obj=join id=4ff2f967cc44 l=127.0.0.1:3000 r=136.24.37.74:56735
t=2025-10-19T09:02:02-0700 lvl=info msg="join connections" obj=join id=4234b624ce9a l=127.0.0.1:3000 r=136.24.37.74:56928
t=2025-10-19T09:02:02-0700 lvl=info msg="join connections" obj=join id=058a4e38eabb l=127.0.0.1:3000 r=136.24.37.74:56928
t=2025-10-19T09:02:02-0700 lvl=info msg="join connections" obj=join id=8dc6250f592d l=127.0.0.1:3000 r=136.24.37.74:56928
t=2025-10-19T09:02:02-0700 lvl=info msg="join connections" obj=join id=6b92c19dc0ac l=127.0.0.1:3000 r=136.24.37.74:56928
t=2025-10-19T09:02:02-0700 lvl=info msg="join connections" obj=join id=3463128f5021 l=127.0.0.1:3000 r=136.24.37.74:56939
t=2025-10-19T09:02:02-0700 lvl=info msg="join connections" obj=join id=003b30b4b3ea l=127.0.0.1:3000 r=136.24.37.74:56944
t=2025-10-19T09:02:02-0700 lvl=info msg="join connections" obj=join id=5f76c19e3437 l=127.0.0.1:3000 r=136.24.37.74:56948
t=2025-10-19T09:02:34-0700 lvl=info msg="join connections" obj=join id=447b767f6602 l=127.0.0.1:3000 r=136.24.37.74:58079
t=2025-10-19T09:02:35-0700 lvl=info msg="join connections" obj=join id=266631e101c1 l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:02:35-0700 lvl=info msg="join connections" obj=join id=a13527d4e3e1 l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:02:35-0700 lvl=info msg="join connections" obj=join id=8218f320914d l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:02:35-0700 lvl=info msg="join connections" obj=join id=d9eb4ec04924 l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:02:35-0700 lvl=info msg="join connections" obj=join id=cff940ef44cc l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:02:35-0700 lvl=info msg="join connections" obj=join id=71c85bf45656 l=127.0.0.1:3000 r=136.24.37.74:58082
t=2025-10-19T09:02:36-0700 lvl=info msg="join connections" obj=join id=7a4136aacb86 l=127.0.0.1:3000 r=136.24.37.74:58084
t=2025-10-19T09:02:36-0700 lvl=info msg="join connections" obj=join id=82a358c4ab1d l=127.0.0.1:3000 r=136.24.37.74:58083
t=2025-10-19T09:02:36-0700 lvl=info msg="join connections" obj=join id=6fcca5faa205 l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:02:36-0700 lvl=info msg="join connections" obj=join id=5ec90e76a546 l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:02:36-0700 lvl=info msg="join connections" obj=join id=16476d2de7de l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:02:36-0700 lvl=info msg="join connections" obj=join id=b1b538136b27 l=127.0.0.1:3000 r=136.24.37.74:58086
t=2025-10-19T09:02:37-0700 lvl=info msg="join connections" obj=join id=18378f9c7914 l=127.0.0.1:3000 r=136.24.37.74:58087
t=2025-10-19T09:02:37-0700 lvl=info msg="join connections" obj=join id=406c82d33875 l=127.0.0.1:3000 r=136.24.37.74:58088
t=2025-10-19T09:02:40-0700 lvl=info msg="join connections" obj=join id=12f89b9f56ce l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:02:40-0700 lvl=info msg="join connections" obj=join id=5253db1c301c l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:02:40-0700 lvl=info msg="join connections" obj=join id=9b1fc3ef4093 l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:02:40-0700 lvl=info msg="join connections" obj=join id=3c66ee6ded72 l=127.0.0.1:3000 r=136.24.37.74:58089
t=2025-10-19T09:02:40-0700 lvl=info msg="join connections" obj=join id=6bf0b34cc8fa l=127.0.0.1:3000 r=136.24.37.74:58090
t=2025-10-19T09:02:40-0700 lvl=info msg="join connections" obj=join id=e85ac80f7030 l=127.0.0.1:3000 r=136.24.37.74:58091
t=2025-10-19T09:02:41-0700 lvl=info msg="join connections" obj=join id=c916be8cb428 l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:02:41-0700 lvl=info msg="join connections" obj=join id=72d014bb0c3d l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:02:42-0700 lvl=info msg="join connections" obj=join id=2c4752cb29c2 l=127.0.0.1:3000 r=136.24.37.74:58092
t=2025-10-19T09:02:42-0700 lvl=info msg="join connections" obj=join id=acd533920d1a l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:02:42-0700 lvl=info msg="join connections" obj=join id=955677e27e1f l=127.0.0.1:3000 r=136.24.37.74:58094
t=2025-10-19T09:02:42-0700 lvl=info msg="join connections" obj=join id=8e3f36124291 l=127.0.0.1:3000 r=136.24.37.74:58093
t=2025-10-19T09:02:49-0700 lvl=info msg="join connections" obj=join id=48ae533c4625 l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:02:49-0700 lvl=info msg="join connections" obj=join id=921c286b2a58 l=127.0.0.1:3000 r=136.24.37.74:57267
t=2025-10-19T09:02:49-0700 lvl=info msg="join connections" obj=join id=1bed74bd13cb l=127.0.0.1:3000 r=136.24.37.74:57267
t=2025-10-19T09:03:02-0700 lvl=info msg="join connections" obj=join id=dcc5ed7634f5 l=127.0.0.1:3000 r=136.24.37.74:58080
t=2025-10-19T09:03:02-0700 lvl=info msg="join connections" obj=join id=8d6e86979eb6 l=127.0.0.1:3000 r=136.24.37.74:57368
t=2025-10-19T09:04:11-0700 lvl=info msg="join connections" obj=join id=e26a88a778e5 l=127.0.0.1:3000 r=136.24.37.74:57720
t=2025-10-19T09:04:11-0700 lvl=info msg="join connections" obj=join id=e2d791ad437d l=127.0.0.1:3000 r=136.24.37.74:57720
t=2025-10-19T09:04:11-0700 lvl=info msg="join connections" obj=join id=fbcc7ed2b133 l=127.0.0.1:3000 r=136.24.37.74:57720
t=2025-10-19T09:04:11-0700 lvl=info msg="join connections" obj=join id=8fe1dfdbf406 l=127.0.0.1:3000 r=136.24.37.74:57720
t=2025-10-19T09:04:11-0700 lvl=info msg="join connections" obj=join id=c6cac314ceca l=127.0.0.1:3000 r=136.24.37.74:57720
t=2025-10-19T09:04:11-0700 lvl=info msg="join connections" obj=join id=98dc8e5819b2 l=127.0.0.1:3000 r=136.24.37.74:57733
t=2025-10-19T09:04:11-0700 lvl=info msg="join connections" obj=join id=843d5d00cf04 l=127.0.0.1:3000 r=136.24.37.74:57738
t=2025-10-19T09:04:11-0700 lvl=info msg="join connections" obj=join id=7ca6fb83e8b8 l=127.0.0.1:3000 r=136.24.37.74:57746
t=2025-10-19T09:04:13-0700 lvl=info msg="join connections" obj=join id=cb01298d7516 l=127.0.0.1:3000 r=136.24.37.74:57759
t=2025-10-19T09:04:14-0700 lvl=info msg="join connections" obj=join id=b0c0c07e715f l=127.0.0.1:3000 r=136.24.37.74:57759
t=2025-10-19T09:04:19-0700 lvl=info msg="join connections" obj=join id=6dc0cb7d7b72 l=127.0.0.1:3000 r=136.24.37.74:57787
t=2025-10-19T09:04:19-0700 lvl=info msg="join connections" obj=join id=2ea0782dc25c l=127.0.0.1:3000 r=136.24.37.74:57787
t=2025-10-19T09:04:19-0700 lvl=info msg="join connections" obj=join id=17cc72be6f00 l=127.0.0.1:3000 r=136.24.37.74:57787
t=2025-10-19T09:04:19-0700 lvl=info msg="join connections" obj=join id=aef2c0d45572 l=127.0.0.1:3000 r=136.24.37.74:57787
t=2025-10-19T09:04:19-0700 lvl=info msg="join connections" obj=join id=a3ed1d75dd5c l=127.0.0.1:3000 r=136.24.37.74:57787
t=2025-10-19T09:04:19-0700 lvl=info msg="join connections" obj=join id=838cfe3180a0 l=127.0.0.1:3000 r=136.24.37.74:57800
t=2025-10-19T09:04:20-0700 lvl=info msg="join connections" obj=join id=e82941fbf6ee l=127.0.0.1:3000 r=136.24.37.74:57805
t=2025-10-19T09:04:20-0700 lvl=info msg="join connections" obj=join id=8ffd72ecb255 l=127.0.0.1:3000 r=136.24.37.74:57809
t=2025-10-19T09:05:11-0700 lvl=info msg="join connections" obj=join id=4e8d77952b6b l=127.0.0.1:3000 r=136.24.37.74:58089
t=2025-10-19T09:05:11-0700 lvl=info msg="join connections" obj=join id=955a25fe2eb8 l=127.0.0.1:3000 r=136.24.37.74:58089
t=2025-10-19T09:05:11-0700 lvl=info msg="join connections" obj=join id=8b101def439b l=127.0.0.1:3000 r=136.24.37.74:58089
t=2025-10-19T09:05:11-0700 lvl=info msg="join connections" obj=join id=9519d25ecf44 l=127.0.0.1:3000 r=136.24.37.74:58089
t=2025-10-19T09:05:11-0700 lvl=info msg="join connections" obj=join id=12b0156cbdcf l=127.0.0.1:3000 r=136.24.37.74:58089
t=2025-10-19T09:05:11-0700 lvl=info msg="join connections" obj=join id=5fde40cc82a5 l=127.0.0.1:3000 r=136.24.37.74:58106
t=2025-10-19T09:05:11-0700 lvl=info msg="join connections" obj=join id=1a9c3a4c061d l=127.0.0.1:3000 r=136.24.37.74:58111
t=2025-10-19T09:05:11-0700 lvl=info msg="join connections" obj=join id=8aa07a69a888 l=127.0.0.1:3000 r=136.24.37.74:58115
t=2025-10-19T09:07:23-0700 lvl=info msg="join connections" obj=join id=e422f470b5db l=127.0.0.1:3000 r=136.24.37.74:58811
t=2025-10-19T09:07:23-0700 lvl=info msg="join connections" obj=join id=d6954f66117d l=127.0.0.1:3000 r=136.24.37.74:58811
t=2025-10-19T09:07:23-0700 lvl=info msg="join connections" obj=join id=8eee5191d95d l=127.0.0.1:3000 r=136.24.37.74:58811
t=2025-10-19T09:07:23-0700 lvl=info msg="join connections" obj=join id=bb5dbbf1077f l=127.0.0.1:3000 r=136.24.37.74:58811
t=2025-10-19T09:07:23-0700 lvl=info msg="join connections" obj=join id=f54b74bcf8ac l=127.0.0.1:3000 r=136.24.37.74:58811
t=2025-10-19T09:07:23-0700 lvl=info msg="join connections" obj=join id=ea9ee04877a0 l=127.0.0.1:3000 r=136.24.37.74:58820
t=2025-10-19T09:07:23-0700 lvl=info msg="join connections" obj=join id=6d35060c2ce2 l=127.0.0.1:3000 r=136.24.37.74:58825
t=2025-10-19T09:07:24-0700 lvl=info msg="join connections" obj=join id=1c0419179f1f l=127.0.0.1:3000 r=136.24.37.74:58833
t=2025-10-19T09:07:32-0700 lvl=info msg="join connections" obj=join id=a7b41a9f390f l=127.0.0.1:3000 r=136.24.37.74:58811
t=2025-10-19T09:07:32-0700 lvl=info msg="join connections" obj=join id=10c2a05f194b l=127.0.0.1:3000 r=136.24.37.74:58811
t=2025-10-19T09:07:32-0700 lvl=info msg="join connections" obj=join id=1ee2b73e32ca l=127.0.0.1:3000 r=136.24.37.74:58811
t=2025-10-19T09:07:32-0700 lvl=info msg="join connections" obj=join id=89828649c565 l=127.0.0.1:3000 r=136.24.37.74:58811
t=2025-10-19T09:07:32-0700 lvl=info msg="join connections" obj=join id=dd272c8c641e l=127.0.0.1:3000 r=136.24.37.74:58811
t=2025-10-19T09:07:32-0700 lvl=info msg="join connections" obj=join id=56ac811b21b8 l=127.0.0.1:3000 r=136.24.37.74:58887
t=2025-10-19T09:07:33-0700 lvl=info msg="join connections" obj=join id=80e500d7ea74 l=127.0.0.1:3000 r=136.24.37.74:58892
t=2025-10-19T09:07:33-0700 lvl=info msg="join connections" obj=join id=27647e045a14 l=127.0.0.1:3000 r=136.24.37.74:58896
t=2025-10-19T09:09:04-0700 lvl=info msg="join connections" obj=join id=4d1b2c3a18c3 l=127.0.0.1:3000 r=136.24.37.74:59327
t=2025-10-19T09:09:05-0700 lvl=info msg="join connections" obj=join id=f9a49cb76327 l=127.0.0.1:3000 r=136.24.37.74:59327
t=2025-10-19T09:09:05-0700 lvl=info msg="join connections" obj=join id=cf4352fe31e1 l=127.0.0.1:3000 r=136.24.37.74:59327
t=2025-10-19T09:09:05-0700 lvl=info msg="join connections" obj=join id=09dc52e8ebe2 l=127.0.0.1:3000 r=136.24.37.74:59327
t=2025-10-19T09:09:05-0700 lvl=info msg="join connections" obj=join id=27f10b101843 l=127.0.0.1:3000 r=136.24.37.74:59327
t=2025-10-19T09:09:05-0700 lvl=info msg="join connections" obj=join id=c51956b3c6d1 l=127.0.0.1:3000 r=136.24.37.74:59345
t=2025-10-19T09:09:05-0700 lvl=info msg="join connections" obj=join id=1889aa3c3f16 l=127.0.0.1:3000 r=136.24.37.74:59350
t=2025-10-19T09:09:05-0700 lvl=info msg="join connections" obj=join id=e10169574b59 l=127.0.0.1:3000 r=136.24.37.74:59354
t=2025-10-19T09:10:47-0700 lvl=info msg="join connections" obj=join id=ebdff15f868b l=127.0.0.1:3000 r=136.24.37.74:59953
t=2025-10-19T09:10:47-0700 lvl=info msg="join connections" obj=join id=0294213e7210 l=127.0.0.1:3000 r=136.24.37.74:58120
t=2025-10-19T09:10:47-0700 lvl=info msg="join connections" obj=join id=d96fc0855bb4 l=127.0.0.1:3000 r=136.24.37.74:59953
t=2025-10-19T09:10:59-0700 lvl=info msg="join connections" obj=join id=48845f67d6fb l=127.0.0.1:3000 r=136.24.37.74:58120
t=2025-10-19T09:10:59-0700 lvl=info msg="join connections" obj=join id=d3feb0676b54 l=127.0.0.1:3000 r=136.24.37.74:60046
t=2025-10-19T09:10:59-0700 lvl=info msg="join connections" obj=join id=c844d1e5e8c5 l=127.0.0.1:3000 r=136.24.37.74:60046
t=2025-10-19T09:11:07-0700 lvl=info msg="join connections" obj=join id=6630aca9ddce l=127.0.0.1:3000 r=136.24.37.74:60100
t=2025-10-19T09:11:07-0700 lvl=info msg="join connections" obj=join id=0261cf3b8b88 l=127.0.0.1:3000 r=136.24.37.74:58120
t=2025-10-19T09:11:28-0700 lvl=info msg="join connections" obj=join id=121eac1b8662 l=127.0.0.1:3000 r=136.24.37.74:58120
t=2025-10-19T09:11:28-0700 lvl=info msg="join connections" obj=join id=e46c9397491c l=127.0.0.1:3000 r=136.24.37.74:60222
t=2025-10-19T09:12:12-0700 lvl=info msg="join connections" obj=join id=6602a3f85bdd l=127.0.0.1:3000 r=136.24.37.74:58120
t=2025-10-19T09:12:12-0700 lvl=info msg="join connections" obj=join id=f92dabcdba62 l=127.0.0.1:3000 r=136.24.37.74:60516
t=2025-10-19T09:12:36-0700 lvl=info msg="join connections" obj=join id=1d712dcac0e1 l=127.0.0.1:3000 r=136.24.37.74:58120
t=2025-10-19T09:12:36-0700 lvl=info msg="join connections" obj=join id=f5c97dce52d2 l=127.0.0.1:3000 r=136.24.37.74:60666
t=2025-10-19T09:12:55-0700 lvl=info msg="join connections" obj=join id=b2446ad5fc7a l=127.0.0.1:3000 r=136.24.37.74:58227
t=2025-10-19T09:12:55-0700 lvl=info msg="join connections" obj=join id=38d275c2d1fd l=127.0.0.1:3000 r=136.24.37.74:58227
t=2025-10-19T09:12:55-0700 lvl=info msg="join connections" obj=join id=1150699d293c l=127.0.0.1:3000 r=136.24.37.74:58227
t=2025-10-19T09:12:55-0700 lvl=info msg="join connections" obj=join id=5a145ff2dcb5 l=127.0.0.1:3000 r=136.24.37.74:58227
t=2025-10-19T09:12:56-0700 lvl=info msg="join connections" obj=join id=ebbad71362fe l=127.0.0.1:3000 r=136.24.37.74:58227
t=2025-10-19T09:12:56-0700 lvl=info msg="join connections" obj=join id=68175192d71e l=127.0.0.1:3000 r=136.24.37.74:58227
t=2025-10-19T09:12:56-0700 lvl=info msg="join connections" obj=join id=18ad33f49586 l=127.0.0.1:3000 r=136.24.37.74:58227
t=2025-10-19T09:12:56-0700 lvl=info msg="join connections" obj=join id=13e1a9da97df l=127.0.0.1:3000 r=136.24.37.74:58231
t=2025-10-19T09:12:56-0700 lvl=info msg="join connections" obj=join id=51819423ea39 l=127.0.0.1:3000 r=136.24.37.74:58227
t=2025-10-19T09:12:56-0700 lvl=info msg="join connections" obj=join id=8e9cb42b94ce l=127.0.0.1:3000 r=136.24.37.74:58227
t=2025-10-19T09:12:56-0700 lvl=info msg="join connections" obj=join id=d9a7ef05993d l=127.0.0.1:3000 r=136.24.37.74:58233
t=2025-10-19T09:12:56-0700 lvl=info msg="join connections" obj=join id=8b28bc05027f l=127.0.0.1:3000 r=136.24.37.74:58232
t=2025-10-19T09:13:41-0700 lvl=info msg="join connections" obj=join id=259ab165a68e l=127.0.0.1:3000 r=136.24.37.74:58271
t=2025-10-19T09:13:41-0700 lvl=info msg="join connections" obj=join id=68c8a80a78ac l=127.0.0.1:3000 r=136.24.37.74:58271
t=2025-10-19T09:13:41-0700 lvl=info msg="join connections" obj=join id=ce0ae4861196 l=127.0.0.1:3000 r=136.24.37.74:58271
t=2025-10-19T09:14:17-0700 lvl=info msg="join connections" obj=join id=26e897a76d59 l=127.0.0.1:3000 r=136.24.37.74:58227
t=2025-10-19T09:14:17-0700 lvl=info msg="join connections" obj=join id=d4a7e92ee8cd l=127.0.0.1:3000 r=136.24.37.74:58227
t=2025-10-19T09:14:17-0700 lvl=info msg="join connections" obj=join id=157c02212581 l=127.0.0.1:3000 r=136.24.37.74:58227
t=2025-10-19T09:14:17-0700 lvl=info msg="join connections" obj=join id=1176677b17b9 l=127.0.0.1:3000 r=136.24.37.74:58276
t=2025-10-19T09:14:17-0700 lvl=info msg="join connections" obj=join id=088e60bd5671 l=127.0.0.1:3000 r=136.24.37.74:58277
t=2025-10-19T09:14:17-0700 lvl=info msg="join connections" obj=join id=82e220aece35 l=127.0.0.1:3000 r=136.24.37.74:58278
t=2025-10-19T09:14:55-0700 lvl=info msg="join connections" obj=join id=255cba4631ae l=127.0.0.1:3000 r=136.24.37.74:61346
t=2025-10-19T09:14:55-0700 lvl=info msg="join connections" obj=join id=f31109de6850 l=127.0.0.1:3000 r=136.24.37.74:61346
t=2025-10-19T09:14:55-0700 lvl=info msg="join connections" obj=join id=f32a41ff5bbe l=127.0.0.1:3000 r=136.24.37.74:61346
t=2025-10-19T09:14:55-0700 lvl=info msg="join connections" obj=join id=290fd266e13c l=127.0.0.1:3000 r=136.24.37.74:61346
t=2025-10-19T09:14:56-0700 lvl=info msg="join connections" obj=join id=f4f7dab9b4bd l=127.0.0.1:3000 r=136.24.37.74:61346
t=2025-10-19T09:14:56-0700 lvl=info msg="join connections" obj=join id=e1f0c62b8b72 l=127.0.0.1:3000 r=136.24.37.74:61355
t=2025-10-19T09:14:56-0700 lvl=info msg="join connections" obj=join id=5e6fd816d613 l=127.0.0.1:3000 r=136.24.37.74:61360
t=2025-10-19T09:14:56-0700 lvl=info msg="join connections" obj=join id=2a852ceb647f l=127.0.0.1:3000 r=136.24.37.74:61364
t=2025-10-19T09:14:57-0700 lvl=info msg="join connections" obj=join id=31634f524f7e l=127.0.0.1:3000 r=136.24.37.74:61346
t=2025-10-19T09:14:57-0700 lvl=info msg="join connections" obj=join id=b1653623a8da l=127.0.0.1:3000 r=136.24.37.74:61346
t=2025-10-19T09:14:57-0700 lvl=info msg="join connections" obj=join id=7fe6457dc564 l=127.0.0.1:3000 r=136.24.37.74:61346
t=2025-10-19T09:14:57-0700 lvl=info msg="join connections" obj=join id=33aace3b61df l=127.0.0.1:3000 r=136.24.37.74:61385
t=2025-10-19T09:14:57-0700 lvl=info msg="join connections" obj=join id=051c7dbd67ec l=127.0.0.1:3000 r=136.24.37.74:61390
t=2025-10-19T09:14:57-0700 lvl=info msg="join connections" obj=join id=c645451446d3 l=127.0.0.1:3000 r=136.24.37.74:61394
